"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Kuukauden sadesumma [mm]","Kuukauden keskilämpötila [°C]"
"Mäntyharju Toivola","1994","3","1","02:00","49.9","-"
"Mäntyharju Toivola","1994","4","1","03:00","50.1","-"
"Mäntyharju Toivola","1994","5","1","03:00","40.8","-"
"Mäntyharju Toivola","1994","6","1","03:00","42.6","-"
"Mäntyharju Toivola","1994","7","1","03:00","24.4","-"
"Mäntyharju Toivola","1994","8","1","03:00","95.9","-"
"Mäntyharju Toivola","1994","9","1","03:00","91.6","-"
"Mäntyharju Toivola","1994","10","1","02:00","94.8","-"
"Mäntyharju Toivola","1994","11","1","02:00","27","-"
"Mäntyharju Toivola","1994","12","1","02:00","41.3","-"
"Mäntyharju Toivola","1995","1","1","02:00","33.9","-"
"Mäntyharju Toivola","1995","2","1","02:00","52.1","-"
"Mäntyharju Toivola","1995","3","1","02:00","43.4","-"
"Mäntyharju Toivola","1995","4","1","03:00","32.2","-"
"Mäntyharju Toivola","1995","5","1","03:00","53.4","-"
"Mäntyharju Toivola","1995","6","1","03:00","33.8","-"
"Mäntyharju Toivola","1995","7","1","03:00","28.7","-"
"Mäntyharju Toivola","1995","8","1","03:00","38","-"
"Mäntyharju Toivola","1995","9","1","03:00","44.2","-"
"Mäntyharju Toivola","1995","10","1","02:00","35.4","-"
"Mäntyharju Toivola","1995","11","1","02:00","48.6","-"
"Mäntyharju Toivola","1995","12","1","02:00","17.8","-"
"Mäntyharju Toivola","1996","1","1","02:00","6.1","-"
"Mäntyharju Toivola","1996","2","1","02:00","21.3","-"
"Mäntyharju Toivola","1996","3","1","02:00","16.3","-"
"Mäntyharju Toivola","1996","4","1","03:00","34.6","-"
"Mäntyharju Toivola","1996","5","1","03:00","47.9","-"
"Mäntyharju Toivola","1996","6","1","03:00","38.6","-"
"Mäntyharju Toivola","1996","7","1","03:00","129.1","-"
"Mäntyharju Toivola","1996","8","1","03:00","10.3","-"
"Mäntyharju Toivola","1996","9","1","03:00","19.9","-"
"Mäntyharju Toivola","1996","10","1","03:00","48.7","-"
"Mäntyharju Toivola","1996","11","1","02:00","106.5","-"
"Mäntyharju Toivola","1996","12","1","02:00","34.4","-"
"Mäntyharju Toivola","1997","1","1","02:00","34.1","-"
"Mäntyharju Toivola","1997","2","1","02:00","27.3","-"
"Mäntyharju Toivola","1997","3","1","02:00","20.8","-"
"Mäntyharju Toivola","1997","4","1","03:00","44","-"
"Mäntyharju Toivola","1997","5","1","03:00","24","-"
"Mäntyharju Toivola","1997","6","1","03:00","34.9","-"
"Mäntyharju Toivola","1997","7","1","03:00","51.8","-"
"Mäntyharju Toivola","1997","8","1","03:00","21.5","-"
"Mäntyharju Toivola","1997","9","1","03:00","76.3","-"
"Mäntyharju Toivola","1997","10","1","03:00","50","-"
"Mäntyharju Toivola","1997","11","1","02:00","35.4","-"
"Mäntyharju Toivola","1997","12","1","02:00","22","-"
"Mäntyharju Toivola","1998","1","1","02:00","49.6","-"
"Mäntyharju Toivola","1998","2","1","02:00","39.5","-"
"Mäntyharju Toivola","1998","3","1","02:00","15.9","-"
"Mäntyharju Toivola","1998","4","1","03:00","10.4","-"
"Mäntyharju Toivola","1998","5","1","03:00","21.1","-"
"Mäntyharju Toivola","1998","6","1","03:00","88.7","-"
"Mäntyharju Toivola","1998","7","1","03:00","81.5","-"
"Mäntyharju Toivola","1998","8","1","03:00","101.4","-"
"Mäntyharju Toivola","1998","9","1","03:00","27.8","-"
"Mäntyharju Toivola","1998","10","1","03:00","70.1","-"
"Mäntyharju Toivola","1998","11","1","02:00","8.8","-"
"Mäntyharju Toivola","1998","12","1","02:00","47.8","-"
"Mäntyharju Toivola","1999","1","1","02:00","43.9","-"
"Mäntyharju Toivola","1999","2","1","02:00","56.4","-"
"Mäntyharju Toivola","1999","3","1","02:00","15.2","-"
"Mäntyharju Toivola","1999","4","1","03:00","34.3","-"
"Mäntyharju Toivola","1999","5","1","03:00","13.2","-"
"Mäntyharju Toivola","1999","6","1","03:00","39.7","-"
"Mäntyharju Toivola","1999","7","1","03:00","56.7","-"
"Mäntyharju Toivola","1999","8","1","03:00","38.8","-"
"Mäntyharju Toivola","1999","9","1","03:00","34.7","-"
"Mäntyharju Toivola","1999","10","1","03:00","72.4","-"
"Mäntyharju Toivola","1999","11","1","02:00","24.5","-"
"Mäntyharju Toivola","1999","12","1","02:00","64","-"
"Mäntyharju Toivola","2000","1","1","02:00","30.7","-"
"Mäntyharju Toivola","2000","2","1","02:00","23.5","-"
"Mäntyharju Toivola","2000","3","1","02:00","31.4","-"
"Mäntyharju Toivola","2000","4","1","03:00","17","-"
"Mäntyharju Toivola","2000","5","1","03:00","36.1","-"
"Mäntyharju Toivola","2000","6","1","03:00","50.2","-"
"Mäntyharju Toivola","2000","7","1","03:00","68.2","-"
"Mäntyharju Toivola","2000","8","1","03:00","34.8","-"
"Mäntyharju Toivola","2000","9","1","03:00","7.9","-"
"Mäntyharju Toivola","2000","10","1","03:00","68.7","-"
"Mäntyharju Toivola","2000","11","1","02:00","83.1","-"
"Mäntyharju Toivola","2000","12","1","02:00","55.8","-"
"Mäntyharju Toivola","2001","1","1","02:00","27.4","-"
"Mäntyharju Toivola","2001","2","1","02:00","49.2","-"
"Mäntyharju Toivola","2001","3","1","02:00","36.5","-"
"Mäntyharju Toivola","2001","4","1","03:00","21.9","-"
"Mäntyharju Toivola","2001","5","1","03:00","46.2","-"
"Mäntyharju Toivola","2001","6","1","03:00","95","-"
"Mäntyharju Toivola","2001","7","1","03:00","115.6","-"
"Mäntyharju Toivola","2001","8","1","03:00","22.1","-"
"Mäntyharju Toivola","2001","9","1","03:00","62.9","-"
"Mäntyharju Toivola","2001","10","1","03:00","62.5","-"
"Mäntyharju Toivola","2001","11","1","02:00","20.3","-"
"Mäntyharju Toivola","2001","12","1","02:00","15.6","-"
"Mäntyharju Toivola","2002","1","1","02:00","83.4","-"
"Mäntyharju Toivola","2002","2","1","02:00","41.5","-"
"Mäntyharju Toivola","2002","3","1","02:00","29.9","-"
"Mäntyharju Toivola","2002","4","1","03:00","16.9","-"
"Mäntyharju Toivola","2002","5","1","03:00","37.9","-"
"Mäntyharju Toivola","2002","6","1","03:00","133.8","-"
"Mäntyharju Toivola","2002","7","1","03:00","54.1","-"
"Mäntyharju Toivola","2002","8","1","03:00","15.6","-"
"Mäntyharju Toivola","2002","9","1","03:00","23.7","-"
"Mäntyharju Toivola","2002","10","1","03:00","7.2","-"
"Mäntyharju Toivola","2002","11","1","02:00","59.4","-"
"Mäntyharju Toivola","2002","12","1","02:00","8.2","-"
"Mäntyharju Toivola","2003","1","1","02:00","22.8","-"
"Mäntyharju Toivola","2003","2","1","02:00","16.3","-"
"Mäntyharju Toivola","2003","3","1","02:00","9.2","-"
"Mäntyharju Toivola","2003","4","1","03:00","25.4","-"
"Mäntyharju Toivola","2003","5","1","03:00","49.8","-"
"Mäntyharju Toivola","2003","6","1","03:00","36.9","-"
"Mäntyharju Toivola","2003","7","1","03:00","70.6","-"
"Mäntyharju Toivola","2003","8","1","03:00","123.6","-"
"Mäntyharju Toivola","2003","9","1","03:00","31","-"
"Mäntyharju Toivola","2003","10","1","03:00","90.3","-"
"Mäntyharju Toivola","2003","11","1","02:00","35.5","-"
"Mäntyharju Toivola","2003","12","1","02:00","54.6","-"
"Mäntyharju Toivola","2004","1","1","02:00","34.7","-"
"Mäntyharju Toivola","2004","2","1","02:00","31.9","-"
"Mäntyharju Toivola","2004","3","1","02:00","32","-"
"Mäntyharju Toivola","2004","4","1","03:00","6","-"
"Mäntyharju Toivola","2004","5","1","03:00","56.5","-"
"Mäntyharju Toivola","2004","6","1","03:00","101.3","-"
"Mäntyharju Toivola","2004","7","1","03:00","97.8","-"
"Mäntyharju Toivola","2004","8","1","03:00","58.4","-"
"Mäntyharju Toivola","2004","9","1","03:00","63.7","-"
"Mäntyharju Toivola","2004","10","1","03:00","27.9","-"
"Mäntyharju Toivola","2004","11","1","02:00","29.5","-"
"Mäntyharju Toivola","2004","12","1","02:00","55.1","-"
"Mäntyharju Toivola","2005","1","1","02:00","70.5","-"
"Mäntyharju Toivola","2005","2","1","02:00","5.1","-"
"Mäntyharju Toivola","2005","3","1","02:00","4.8","-"
"Mäntyharju Toivola","2005","4","1","03:00","12.2","-"
"Mäntyharju Toivola","2005","5","1","03:00","57.1","-"
"Mäntyharju Toivola","2005","6","1","03:00","58.6","-"
"Mäntyharju Toivola","2005","7","1","03:00","153.3","-"
"Mäntyharju Toivola","2005","8","1","03:00","136.3","-"
"Mäntyharju Toivola","2005","9","1","03:00","21","-"
"Mäntyharju Toivola","2005","10","1","03:00","40.2","-"
"Mäntyharju Toivola","2005","11","1","02:00","51.4","-"
"Mäntyharju Toivola","2005","12","1","02:00","48.5","-"
"Mäntyharju Toivola","2006","1","1","02:00","13.6","-"
"Mäntyharju Toivola","2006","2","1","02:00","21.8","-"
"Mäntyharju Toivola","2006","3","1","02:00","21.7","-"
"Mäntyharju Toivola","2006","4","1","03:00","41.8","-"
"Mäntyharju Toivola","2006","5","1","03:00","8","-"
"Mäntyharju Toivola","2006","6","1","03:00","80.5","-"
"Mäntyharju Toivola","2006","7","1","03:00","14.2","-"
"Mäntyharju Toivola","2006","8","1","03:00","23.9","-"
"Mäntyharju Toivola","2006","9","1","03:00","45","-"
"Mäntyharju Toivola","2006","10","1","03:00","146.5","-"
"Mäntyharju Toivola","2006","11","1","02:00","54.8","-"
"Mäntyharju Toivola","2006","12","1","02:00","50","-"
"Mäntyharju Toivola","2007","1","1","02:00","53.2","-"
"Mäntyharju Toivola","2007","2","1","02:00","29.4","-"
"Mäntyharju Toivola","2007","3","1","02:00","22.4","-"
"Mäntyharju Toivola","2007","4","1","03:00","24.5","-"
"Mäntyharju Toivola","2007","5","1","03:00","42","-"
"Mäntyharju Toivola","2007","6","1","03:00","50.7","-"
"Mäntyharju Toivola","2007","7","1","03:00","112.7","-"
"Mäntyharju Toivola","2007","8","1","03:00","127.5","-"
"Mäntyharju Toivola","2007","9","1","03:00","67.7","-"
"Mäntyharju Toivola","2007","10","1","03:00","29","-"
"Mäntyharju Toivola","2007","11","1","02:00","19.2","-"
"Mäntyharju Toivola","2007","12","1","02:00","32.1","-"
"Mäntyharju Toivola","2008","1","1","02:00","58.9","-"
"Mäntyharju Toivola","2008","2","1","02:00","40.3","-"
"Mäntyharju Toivola","2008","3","1","02:00","56.5","-"
"Mäntyharju Toivola","2008","4","1","03:00","36.8","-"
"Mäntyharju Toivola","2008","5","1","03:00","19","-"
"Mäntyharju Toivola","2008","6","1","03:00","116.2","-"
"Mäntyharju Toivola","2008","7","1","03:00","43.1","-"
"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Kuukauden sadesumma [mm]","Kuukauden keskilämpötila [°C]"
"Mäntsälä Hirvihaara","2015","9","1","03:00","-","-"
"Mäntsälä Hirvihaara","2015","10","1","03:00","14.3","3.6"
"Mäntsälä Hirvihaara","2015","11","1","02:00","59.7","3.9"
"Mäntsälä Hirvihaara","2015","12","1","02:00","48.5","1.3"
"Mäntsälä Hirvihaara","2016","1","1","02:00","39","-11.9"
"Mäntsälä Hirvihaara","2016","2","1","02:00","79.7","-1"
"Mäntsälä Hirvihaara","2016","3","1","02:00","9.4","-0.3"
"Mäntsälä Hirvihaara","2016","4","1","03:00","66.5","4.3"
"Mäntsälä Hirvihaara","2016","5","1","03:00","27.2","12.9"
"Mäntsälä Hirvihaara","2016","6","1","03:00","75","15.2"
"Mäntsälä Hirvihaara","2016","7","1","03:00","88.7","17"
"Mäntsälä Hirvihaara","2016","8","1","03:00","60.8","15.2"
"Mäntsälä Hirvihaara","2016","9","1","03:00","35.5","11.3"
"Mäntsälä Hirvihaara","2016","10","1","03:00","16.5","3.8"
"Mäntsälä Hirvihaara","2016","11","1","02:00","58.6","-1.6"
"Mäntsälä Hirvihaara","2016","12","1","02:00","11.9","-1.6"
"Mäntsälä Hirvihaara","2017","1","1","02:00","25.1","-3.6"
"Mäntsälä Hirvihaara","2017","2","1","02:00","31.3","-4.2"
"Mäntsälä Hirvihaara","2017","3","1","02:00","27.7","0.4"
"Mäntsälä Hirvihaara","2017","4","1","03:00","51.3","1.7"
"Mäntsälä Hirvihaara","2017","5","1","03:00","10","8.6"
"Mäntsälä Hirvihaara","2017","6","1","03:00","70.6","12.7"
"Mäntsälä Hirvihaara","2017","7","1","03:00","42","14.5"
"Mäntsälä Hirvihaara","2017","8","1","03:00","99.3","14.5"
"Mäntsälä Hirvihaara","2017","9","1","03:00","48.5","10"
"Mäntsälä Hirvihaara","2017","10","1","03:00","168.8","4.3"
"Mäntsälä Hirvihaara","2017","11","1","02:00","91.1","1.5"
"Mäntsälä Hirvihaara","2017","12","1","02:00","96.9","-0.2"
"Mäntsälä Hirvihaara","2018","1","1","02:00","61.1","-3.1"
"Mäntsälä Hirvihaara","2018","2","1","02:00","17.3","-9.6"
"Mäntsälä Hirvihaara","2018","3","1","02:00","21.8","-6.1"
"Mäntsälä Hirvihaara","2018","4","1","03:00","42.5","3.9"
"Mäntsälä Hirvihaara","2018","5","1","03:00","16.6","13.4"
"Mäntsälä Hirvihaara","2018","6","1","03:00","46.6","14.4"
"Mäntsälä Hirvihaara","2018","7","1","03:00","78.2","19.4"
"Mäntsälä Hirvihaara","2018","8","1","03:00","61","16.5"
"Mäntsälä Hirvihaara","2018","9","1","03:00","53.6","11.8"
"Mäntsälä Hirvihaara","2018","10","1","03:00","27.5","5.4"
"Mäntsälä Hirvihaara","2018","11","1","02:00","20.5","2.1"
"Mäntsälä Hirvihaara","2018","12","1","02:00","35.7","-2.7"
"Mäntsälä Hirvihaara","2019","1","1","02:00","61.3","-7.7"
"Mäntsälä Hirvihaara","2019","2","1","02:00","40.5","-1.1"
"Mäntsälä Hirvihaara","2019","3","1","02:00","47.1","-1.1"
"Mäntsälä Hirvihaara","2019","4","1","03:00","7.8","4.9"
"Mäntsälä Hirvihaara","2019","5","1","03:00","99.8","9.5"
"Mäntsälä Hirvihaara","2019","6","1","03:00","13","16.8"
"Mäntsälä Hirvihaara","2019","7","1","03:00","41.8","15.9"
"Mäntsälä Hirvihaara","2019","8","1","03:00","58.4","15"
"Mäntsälä Hirvihaara","2019","9","1","03:00","98.7","9.6"
"Mäntsälä Hirvihaara","2019","10","1","03:00","62.7","4.1"
"Mäntsälä Hirvihaara","2019","11","1","02:00","68","0.8"
"Mäntsälä Hirvihaara","2019","12","1","02:00","68.9","0.4"
"Mäntsälä Hirvihaara","2020","1","1","02:00","43.2","1.1"
"Mäntsälä Hirvihaara","2020","2","1","02:00","75.6","-0.5"
"Mäntsälä Hirvihaara","2020","3","1","02:00","51.4","0.8"
"Mäntsälä Hirvihaara","2020","4","1","03:00","34.8","3.1"
"Mäntsälä Hirvihaara","2020","5","1","03:00","39.3","8.2"
"Mäntsälä Hirvihaara","2020","6","1","03:00","89.4","16.9"
"Mäntsälä Hirvihaara","2020","7","1","03:00","97.7","15"
"Mäntsälä Hirvihaara","2020","8","1","03:00","55.4","14.9"
"Mäntsälä Hirvihaara","2020","9","1","03:00","66","11.6"
"Mäntsälä Hirvihaara","2020","10","1","03:00","80.6","7"
"Mäntsälä Hirvihaara","2020","11","1","02:00","69.4","3.3"
"Mäntsälä Hirvihaara","2020","12","1","02:00","51","0"
"Mäntsälä Hirvihaara","2021","1","1","02:00","78.3","-5.3"
"Mäntsälä Hirvihaara","2021","2","1","02:00","24","-9.1"
"Mäntsälä Hirvihaara","2021","3","1","02:00","37.1","-1.6"
"Mäntsälä Hirvihaara","2021","4","1","03:00","28.5","3.4"
"Mäntsälä Hirvihaara","2021","5","1","03:00","71.1","9.6"
"Mäntsälä Hirvihaara","2021","6","1","03:00","19.2","18.4"
"Mäntsälä Hirvihaara","2021","7","1","03:00","49","19.7"
"Mäntsälä Hirvihaara","2021","8","1","03:00","148.5","14.4"
"Mäntsälä Hirvihaara","2021","9","1","03:00","28","8.5"
"Mäntsälä Hirvihaara","2021","10","1","03:00","81.9","7.2"
"Mäntsälä Hirvihaara","2021","11","1","02:00","42.7","0.5"
"Mäntsälä Hirvihaara","2021","12","1","02:00","18.9","-7.4"
"Mäntsälä Hirvihaara","2022","1","1","02:00","63.6","-4.3"
"Mäntsälä Hirvihaara","2022","2","1","02:00","88.7","-2.9"
"Mäntsälä Hirvihaara","2022","3","1","02:00","12.9","-1.1"
"Mäntsälä Hirvihaara","2022","4","1","03:00","52.4","2.1"
"Mäntsälä Hirvihaara","2022","5","1","03:00","52.2","9"
"Mäntsälä Hirvihaara","2022","6","1","03:00","40","16.2"
"Mäntsälä Hirvihaara","2022","7","1","03:00","45.2","17"
"Mäntsälä Hirvihaara","2022","8","1","03:00","32.7","17.7"
"Mäntsälä Hirvihaara","2022","9","1","03:00","32.6","7.8"
"Mäntsälä Hirvihaara","2022","10","1","03:00","50.6","6.3"
"Mäntsälä Hirvihaara","2022","11","1","02:00","41.1","1.4"
"Mäntsälä Hirvihaara","2022","12","1","02:00","65.3","-4.4"
"Mäntsälä Hirvihaara","2023","1","1","02:00","82.9","-2.4"
"Mäntsälä Hirvihaara","2023","2","1","02:00","33.1","-3.2"
"Mäntsälä Hirvihaara","2023","3","1","02:00","64.5","-2.7"
"Mäntsälä Hirvihaara","2023","4","1","03:00","11.7","4.3"
"Mäntsälä Hirvihaara","2023","5","1","03:00","36.4","9.8"
"Mäntsälä Hirvihaara","2023","6","1","03:00","16.6","15.4"
"Mäntsälä Hirvihaara","2023","7","1","03:00","68.6","16.1"
"Mäntsälä Hirvihaara","2023","8","1","03:00","165.6","16.2"
"Mäntsälä Hirvihaara","2023","9","1","03:00","57.9","13.6"
"Mäntsälä Hirvihaara","2023","10","1","03:00","103.8","3.2"
"Mäntsälä Hirvihaara","2023","11","1","02:00","51","-1.2"
"Mäntsälä Hirvihaara","2023","12","1","02:00","39.9","-6"
"Mäntsälä Hirvihaara","2024","1","1","02:00","42.4","-9.8"
"Mäntsälä Hirvihaara","2024","2","1","02:00","62.2","-4.7"
"Mäntsälä Hirvihaara","2024","3","1","02:00","29.3","-0.2"
"Mäntsälä Hirvihaara","2024","4","1","03:00","56.9","2.8"
"Mäntsälä Hirvihaara","2024","5","1","03:00","13.7","13"
"Mäntsälä Hirvihaara","2024","6","1","03:00","29.4","16.4"
"Mäntsälä Hirvihaara","2024","7","1","03:00","83.2","17.9"
"Mäntsälä Hirvihaara","2024","8","1","03:00","123.6","16.2"
"Mäntsälä Hirvihaara","2024","9","1","03:00","110.8","12.9"
"Mäntsälä Hirvihaara","2024","10","1","03:00","38.4","6.3"
"Mäntsälä Hirvihaara","2024","11","1","02:00","88.5","1.7"
"Mäntsälä Hirvihaara","2024","12","1","02:00","85.5","-1.3"
"Mäntsälä Hirvihaara","2025","1","1","02:00","53.6","-2"
"Mäntsälä Hirvihaara","2025","2","1","02:00","8.2","-3.4"
"Mäntsälä Hirvihaara","2025","3","1","02:00","12.6","1.7"
"Mäntsälä Hirvihaara","2025","4","1","03:00","34.4","5.1"
"Mäntsälä Hirvihaara","2025","5","1","03:00","28.3","9.3"
"Mäntsälä Hirvihaara","2025","6","1","03:00","124.6","13.8"
"Mäntsälä Hirvihaara","2025","7","1","03:00","78.7","19.7"
"Mäntsälä Hirvihaara","2025","8","1","03:00","61","14.6"
"Mäntsälä Hirvihaara","2025","9","1","03:00","77.2","12.7"
"Mäntsälä Hirvihaara","2025","10","1","03:00","64.9","6.4"
"Mäntsälä Hirvihaara","2025","11","1","02:00","37.8","3.1"
"Mäntsälä Hirvihaara","2025","12","1","02:00","54.5","0.9"
"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Kuukauden sadesumma [mm]","Kuukauden keskilämpötila [°C]"
"Lahti Sopenkorpi","2018","8","1","03:00","-","-"
"Lahti Sopenkorpi","2018","9","1","03:00","45","12.3"
"Lahti Sopenkorpi","2018","10","1","03:00","30.9","5.7"
"Lahti Sopenkorpi","2018","11","1","02:00","18","2.1"
"Lahti Sopenkorpi","2018","12","1","02:00","34.3","-3"
"Lahti Sopenkorpi","2019","1","1","02:00","62.5","-7.7"
"Lahti Sopenkorpi","2019","2","1","02:00","42.4","-"
"Lahti Sopenkorpi","2019","3","1","02:00","45.4","-1.2"
"Lahti Sopenkorpi","2019","4","1","03:00","4.6","6.2"
"Lahti Sopenkorpi","2019","5","1","03:00","64.9","10.3"
"Lahti Sopenkorpi","2019","6","1","03:00","19","17.7"
"Lahti Sopenkorpi","2019","7","1","03:00","33","17.3"
"Lahti Sopenkorpi","2019","8","1","03:00","59.8","15.9"
"Lahti Sopenkorpi","2019","9","1","03:00","97.5","10.2"
"Lahti Sopenkorpi","2019","10","1","03:00","71.1","4.2"
"Lahti Sopenkorpi","2019","11","1","02:00","66.4","0.7"
"Lahti Sopenkorpi","2019","12","1","02:00","72.7","0.2"
"Lahti Sopenkorpi","2020","1","1","02:00","39.4","0.9"
"Lahti Sopenkorpi","2020","2","1","02:00","57.1","-0.6"
"Lahti Sopenkorpi","2020","3","1","02:00","36.9","1"
"Lahti Sopenkorpi","2020","4","1","03:00","34.4","3.6"
"Lahti Sopenkorpi","2020","5","1","03:00","38.8","9.4"
"Lahti Sopenkorpi","2020","6","1","03:00","94","18.6"
"Lahti Sopenkorpi","2020","7","1","03:00","105.3","15.9"
"Lahti Sopenkorpi","2020","8","1","03:00","78.6","16.2"
"Lahti Sopenkorpi","2020","9","1","03:00","56.9","12.2"
"Lahti Sopenkorpi","2020","10","1","03:00","77.6","7.5"
"Lahti Sopenkorpi","2020","11","1","02:00","63.8","3.6"
"Lahti Sopenkorpi","2020","12","1","02:00","46.9","-0.1"
"Lahti Sopenkorpi","2021","1","1","02:00","60","-5.3"
"Lahti Sopenkorpi","2021","2","1","02:00","32.5","-8.7"
"Lahti Sopenkorpi","2021","3","1","02:00","40.8","-1.6"
"Lahti Sopenkorpi","2021","4","1","03:00","36.7","4.3"
"Lahti Sopenkorpi","2021","5","1","03:00","81","10.3"
"Lahti Sopenkorpi","2021","6","1","03:00","27.1","19.9"
